ccaa;ccaa_2;nacionalidad;anio;edad_media;ind_fecundidad
03 Asturias, Principado de;Asturias, Principado de;extranjera;2017;29.37;1.3
03 Asturias, Principado de;Asturias, Principado de;extranjera;2016;29.01;1.34
03 Asturias, Principado de;Asturias, Principado de;extranjera;2015;28.88;1.29
03 Asturias, Principado de;Asturias, Principado de;extranjera;2014;28.36;1.18
03 Asturias, Principado de;Asturias, Principado de;extranjera;2013;28.68;1.21
03 Asturias, Principado de;Asturias, Principado de;extranjera;2012;28.66;1.23
03 Asturias, Principado de;Asturias, Principado de;extranjera;2011;28.79;1.27
03 Asturias, Principado de;Asturias, Principado de;extranjera;2010;27.97;1.4
03 Asturias, Principado de;Asturias, Principado de;extranjera;2009;28.25;1.35
03 Asturias, Principado de;Asturias, Principado de;extranjera;2008;27.32;1.45
03 Asturias, Principado de;Asturias, Principado de;extranjera;2007;27.69;1.4
03 Asturias, Principado de;Asturias, Principado de;extranjera;2006;27.78;1.22
03 Asturias, Principado de;Asturias, Principado de;extranjera;2005;28.31;1.41
03 Asturias, Principado de;Asturias, Principado de;extranjera;2004;27.55;1.39
03 Asturias, Principado de;Asturias, Principado de;extranjera;2003;26.8;1.39
03 Asturias, Principado de;Asturias, Principado de;extranjera;2002;27.64;1.26
03 Asturias, Principado de;Asturias, Principado de;extranjera;2001;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;2000;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1999;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1998;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1997;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1996;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1995;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1994;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1993;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1992;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1991;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1990;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1989;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1988;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1987;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1986;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1985;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1984;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1983;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1982;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1981;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1980;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1979;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1978;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1977;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1976;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;1975;;
04 Balears, Illes;Balears, Illes;ambas;2020;31.85;1.11
04 Balears, Illes;Balears, Illes;ambas;2019;31.74;1.14
04 Balears, Illes;Balears, Illes;ambas;2018;31.83;1.22
04 Balears, Illes;Balears, Illes;ambas;2017;31.68;1.22
04 Balears, Illes;Balears, Illes;ambas;2016;31.55;1.26
04 Balears, Illes;Balears, Illes;ambas;2015;31.62;1.24
04 Balears, Illes;Balears, Illes;ambas;2014;31.5;1.24
04 Balears, Illes;Balears, Illes;ambas;2013;31.12;1.22
04 Balears, Illes;Balears, Illes;ambas;2012;31.21;1.25
04 Balears, Illes;Balears, Illes;ambas;2011;31.04;1.27
04 Balears, Illes;Balears, Illes;ambas;2010;30.78;1.35
04 Balears, Illes;Balears, Illes;ambas;2009;30.55;1.35
04 Balears, Illes;Balears, Illes;ambas;2008;30.42;1.44
04 Balears, Illes;Balears, Illes;ambas;2007;30.46;1.38
04 Balears, Illes;Balears, Illes;ambas;2006;30.46;1.4
04 Balears, Illes;Balears, Illes;ambas;2005;30.41;1.35
04 Balears, Illes;Balears, Illes;ambas;2004;30.4;1.37
04 Balears, Illes;Balears, Illes;ambas;2003;30.34;1.39
04 Balears, Illes;Balears, Illes;ambas;2002;30.27;1.42
04 Balears, Illes;Balears, Illes;ambas;2001;30.14;1.4
04 Balears, Illes;Balears, Illes;ambas;2000;30.28;1.37
04 Balears, Illes;Balears, Illes;ambas;1999;30.24;1.3
04 Balears, Illes;Balears, Illes;ambas;1998;30.27;1.25
04 Balears, Illes;Balears, Illes;ambas;1997;30.12;1.26
04 Balears, Illes;Balears, Illes;ambas;1996;30.02;1.23
04 Balears, Illes;Balears, Illes;ambas;1995;29.78;1.25
04 Balears, Illes;Balears, Illes;ambas;1994;29.65;1.28
04 Balears, Illes;Balears, Illes;ambas;1993;29.23;1.35
04 Balears, Illes;Balears, Illes;ambas;1992;29.1;1.49
04 Balears, Illes;Balears, Illes;ambas;1991;28.86;1.55
04 Balears, Illes;Balears, Illes;ambas;1990;28.48;1.62
04 Balears, Illes;Balears, Illes;ambas;1989;28.36;1.66
04 Balears, Illes;Balears, Illes;ambas;1988;28.37;1.67
04 Balears, Illes;Balears, Illes;ambas;1987;28.26;1.68
04 Balears, Illes;Balears, Illes;ambas;1986;28.36;1.75
04 Balears, Illes;Balears, Illes;ambas;1985;28.15;1.83
04 Balears, Illes;Balears, Illes;ambas;1984;28.11;1.84
04 Balears, Illes;Balears, Illes;ambas;1983;27.99;1.9
04 Balears, Illes;Balears, Illes;ambas;1982;27.91;1.97
04 Balears, Illes;Balears, Illes;ambas;1981;27.63;2.04
04 Balears, Illes;Balears, Illes;ambas;1980;27.64;2.19
04 Balears, Illes;Balears, Illes;ambas;1979;27.73;2.32
04 Balears, Illes;Balears, Illes;ambas;1978;27.83;2.37
04 Balears, Illes;Balears, Illes;ambas;1977;27.82;2.53
04 Balears, Illes;Balears, Illes;ambas;1976;27.84;2.79
04 Balears, Illes;Balears, Illes;ambas;1975;28.09;2.85
04 Balears, Illes;Balears, Illes;espanola;2020;32.48;1.08
04 Balears, Illes;Balears, Illes;espanola;2019;32.39;1.08
04 Balears, Illes;Balears, Illes;espanola;2018;32.44;1.17
04 Balears, Illes;Balears, Illes;espanola;2017;32.3;1.17
04 Balears, Illes;Balears, Illes;espanola;2016;32.13;1.21
04 Balears, Illes;Balears, Illes;espanola;2015;32.12;1.22
04 Balears, Illes;Balears, Illes;espanola;2014;32.06;1.22
04 Balears, Illes;Balears, Illes;espanola;2013;31.87;1.17
04 Balears, Illes;Balears, Illes;espanola;2012;31.9;1.2
04 Balears, Illes;Balears, Illes;espanola;2011;31.77;1.23
04 Balears, Illes;Balears, Illes;espanola;2010;31.59;1.27
04 Balears, Illes;Balears, Illes;espanola;2009;31.47;1.24
04 Balears, Illes;Balears, Illes;espanola;2008;31.19;1.33
04 Balears, Illes;Balears, Illes;espanola;2007;31.08;1.32
04 Balears, Illes;Balears, Illes;espanola;2006;31.06;1.34
04 Balears, Illes;Balears, Illes;espanola;2005;31;1.28
04 Balears, Illes;Balears, Illes;espanola;2004;30.87;1.31
04 Balears, Illes;Balears, Illes;espanola;2003;30.73;1.32
04 Balears, Illes;Balears, Illes;espanola;2002;30.59;1.34
04 Balears, Illes;Balears, Illes;espanola;2001;;
04 Balears, Illes;Balears, Illes;espanola;2000;;
04 Balears, Illes;Balears, Illes;espanola;1999;;
04 Balears, Illes;Balears, Illes;espanola;1998;;
04 Balears, Illes;Balears, Illes;espanola;1997;;
04 Balears, Illes;Balears, Illes;espanola;1996;;
04 Balears, Illes;Balears, Illes;espanola;1995;;
04 Balears, Illes;Balears, Illes;espanola;1994;;
04 Balears, Illes;Balears, Illes;espanola;1993;;
04 Balears, Illes;Balears, Illes;espanola;1992;;
04 Balears, Illes;Balears, Illes;espanola;1991;;
04 Balears, Illes;Balears, Illes;espanola;1990;;
04 Balears, Illes;Balears, Illes;espanola;1989;;
04 Balears, Illes;Balears, Illes;espanola;1988;;
04 Balears, Illes;Balears, Illes;espanola;1987;;
04 Balears, Illes;Balears, Illes;espanola;1986;;
04 Balears, Illes;Balears, Illes;espanola;1985;;
04 Balears, Illes;Balears, Illes;espanola;1984;;
04 Balears, Illes;Balears, Illes;espanola;1983;;
04 Balears, Illes;Balears, Illes;espanola;1982;;
04 Balears, Illes;Balears, Illes;espanola;1981;;
04 Balears, Illes;Balears, Illes;espanola;1980;;
04 Balears, Illes;Balears, Illes;espanola;1979;;
04 Balears, Illes;Balears, Illes;espanola;1978;;
04 Balears, Illes;Balears, Illes;espanola;1977;;
04 Balears, Illes;Balears, Illes;espanola;1976;;
04 Balears, Illes;Balears, Illes;espanola;1975;;
04 Balears, Illes;Balears, Illes;extranjera;2020;30.3;1.22
04 Balears, Illes;Balears, Illes;extranjera;2019;30.15;1.36
04 Balears, Illes;Balears, Illes;extranjera;2018;30.13;1.39
04 Balears, Illes;Balears, Illes;extranjera;2017;29.8;1.43
04 Balears, Illes;Balears, Illes;extranjera;2016;29.77;1.44
04 Balears, Illes;Balears, Illes;extranjera;2015;29.97;1.36
04 Balears, Illes;Balears, Illes;extranjera;2014;29.65;1.34
04 Balears, Illes;Balears, Illes;extranjera;2013;28.96;1.42
04 Balears, Illes;Balears, Illes;extranjera;2012;29.33;1.45
04 Balears, Illes;Balears, Illes;extranjera;2011;29.04;1.44
04 Balears, Illes;Balears, Illes;extranjera;2010;28.91;1.58
04 Balears, Illes;Balears, Illes;extranjera;2009;28.53;1.67
04 Balears, Illes;Balears, Illes;extranjera;2008;28.69;1.75
04 Balears, Illes;Balears, Illes;extranjera;2007;28.77;1.62
04 Balears, Illes;Balears, Illes;extranjera;2006;28.57;1.65
04 Balears, Illes;Balears, Illes;extranjera;2005;28.3;1.68
04 Balears, Illes;Balears, Illes;extranjera;2004;28.43;1.71
04 Balears, Illes;Balears, Illes;extranjera;2003;28.52;1.84
04 Balears, Illes;Balears, Illes;extranjera;2002;28.29;2.08
04 Balears, Illes;Balears, Illes;extranjera;2001;;
04 Balears, Illes;Balears, Illes;extranjera;2000;;
04 Balears, Illes;Balears, Illes;extranjera;1999;;
04 Balears, Illes;Balears, Illes;extranjera;1998;;
04 Balears, Illes;Balears, Illes;extranjera;1997;;
04 Balears, Illes;Balears, Illes;extranjera;1996;;
04 Balears, Illes;Balears, Illes;extranjera;1995;;
04 Balears, Illes;Balears, Illes;extranjera;1994;;
04 Balears, Illes;Balears, Illes;extranjera;1993;;
04 Balears, Illes;Balears, Illes;extranjera;1992;;
04 Balears, Illes;Balears, Illes;extranjera;1991;;
04 Balears, Illes;Balears, Illes;extranjera;1990;;
04 Balears, Illes;Balears, Illes;extranjera;1989;;
04 Balears, Illes;Balears, Illes;extranjera;1988;;
04 Balears, Illes;Balears, Illes;extranjera;1987;;
04 Balears, Illes;Balears, Illes;extranjera;1986;;
04 Balears, Illes;Balears, Illes;extranjera;1985;;
04 Balears, Illes;Balears, Illes;extranjera;1984;;
04 Balears, Illes;Balears, Illes;extranjera;1983;;
04 Balears, Illes;Balears, Illes;extranjera;1982;;
04 Balears, Illes;Balears, Illes;extranjera;1981;;
04 Balears, Illes;Balears, Illes;extranjera;1980;;
04 Balears, Illes;Balears, Illes;extranjera;1979;;
04 Balears, Illes;Balears, Illes;extranjera;1978;;
04 Balears, Illes;Balears, Illes;extranjera;1977;;
04 Balears, Illes;Balears, Illes;extranjera;1976;;
04 Balears, Illes;Balears, Illes;extranjera;1975;;
05 Canarias;Canarias;ambas;2020;31.58;0.88
05 Canarias;Canarias;ambas;2019;31.64;0.94
05 Canarias;Canarias;ambas;2018;31.58;0.98
05 Canarias;Canarias;ambas;2017;31.42;1.05
05 Canarias;Canarias;ambas;2016;31.47;1.06
05 Canarias;Canarias;ambas;2015;31.13;1.05
05 Canarias;Canarias;ambas;2014;31.18;1.04
05 Canarias;Canarias;ambas;2013;31.02;0.99
05 Canarias;Canarias;ambas;2012;30.82;1.07
05 Canarias;Canarias;ambas;2011;30.72;1.07
05 Canarias;Canarias;ambas;2010;30.45;1.11
05 Canarias;Canarias;ambas;2009;30.25;1.14
05 Canarias;Canarias;ambas;2008;30.08;1.24
05 Canarias;Canarias;ambas;2007;30.07;1.19
05 Canarias;Canarias;ambas;2006;30.05;1.26
05 Canarias;Canarias;ambas;2005;30.04;1.24
05 Canarias;Canarias;ambas;2004;29.93;1.2
05 Canarias;Canarias;ambas;2003;29.81;1.23
05 Canarias;Canarias;ambas;2002;29.54;1.27
05 Canarias;Canarias;ambas;2001;29.52;1.28
05 Canarias;Canarias;ambas;2000;29.53;1.27
05 Canarias;Canarias;ambas;1999;29.52;1.27
05 Canarias;Canarias;ambas;1998;29.36;1.18
05 Canarias;Canarias;ambas;1997;29.4;1.2
05 Canarias;Canarias;ambas;1996;29.2;1.19
05 Canarias;Canarias;ambas;1995;29.13;1.21
05 Canarias;Canarias;ambas;1994;28.95;1.24
05 Canarias;Canarias;ambas;1993;28.68;1.31
05 Canarias;Canarias;ambas;1992;28.57;1.39
05 Canarias;Canarias;ambas;1991;28.35;1.42
05 Canarias;Canarias;ambas;1990;28.22;1.49
05 Canarias;Canarias;ambas;1989;28.15;1.57
05 Canarias;Canarias;ambas;1988;28.06;1.66
05 Canarias;Canarias;ambas;1987;28.08;1.67
05 Canarias;Canarias;ambas;1986;28.25;1.73
05 Canarias;Canarias;ambas;1985;28.16;1.79
05 Canarias;Canarias;ambas;1984;28.07;1.92
05 Canarias;Canarias;ambas;1983;28.09;2.05
05 Canarias;Canarias;ambas;1982;27.98;2.21
05 Canarias;Canarias;ambas;1981;27.88;2.37
05 Canarias;Canarias;ambas;1980;27.85;2.54
05 Canarias;Canarias;ambas;1979;28.04;2.7
05 Canarias;Canarias;ambas;1978;28.14;2.81
05 Canarias;Canarias;ambas;1977;28.18;2.9
05 Canarias;Canarias;ambas;1976;28.34;3.12
05 Canarias;Canarias;ambas;1975;28.55;3.18
05 Canarias;Canarias;espanola;2020;31.87;0.88
05 Canarias;Canarias;espanola;2019;31.85;0.94
05 Canarias;Canarias;espanola;2018;31.8;0.98
05 Canarias;Canarias;espanola;2017;31.66;1.05
05 Canarias;Canarias;espanola;2016;31.69;1.06
05 Canarias;Canarias;espanola;2015;31.4;1.05
05 Canarias;Canarias;espanola;2014;31.4;1.04
05 Canarias;Canarias;espanola;2013;31.29;0.99
05 Canarias;Canarias;espanola;2012;31.12;1.05
05 Canarias;Canarias;espanola;2011;30.98;1.05
05 Canarias;Canarias;espanola;2010;30.68;1.09
05 Canarias;Canarias;espanola;2009;30.54;1.11
05 Canarias;Canarias;espanola;2008;30.33;1.2
05 Canarias;Canarias;espanola;2007;30.33;1.17
05 Canarias;Canarias;espanola;2006;30.27;1.23
05 Canarias;Canarias;espanola;2005;30.19;1.21
05 Canarias;Canarias;espanola;2004;30.09;1.19
05 Canarias;Canarias;espanola;2003;29.92;1.21
05 Canarias;Canarias;espanola;2002;29.68;1.23
05 Canarias;Canarias;espanola;2001;;
05 Canarias;Canarias;espanola;2000;;
05 Canarias;Canarias;espanola;1999;;
05 Canarias;Canarias;espanola;1998;;
05 Canarias;Canarias;espanola;1997;;
05 Canarias;Canarias;espanola;1996;;
05 Canarias;Canarias;espanola;1995;;
05 Canarias;Canarias;espanola;1994;;
05 Canarias;Canarias;espanola;1993;;
05 Canarias;Canarias;espanola;1992;;
05 Canarias;Canarias;espanola;1991;;
05 Canarias;Canarias;espanola;1990;;
05 Canarias;Canarias;espanola;1989;;
05 Canarias;Canarias;espanola;1988;;
05 Canarias;Canarias;espanola;1987;;
05 Canarias;Canarias;espanola;1986;;
05 Canarias;Canarias;espanola;1985;;
05 Canarias;Canarias;espanola;1984;;
05 Canarias;Canarias;espanola;1983;;
05 Canarias;Canarias;espanola;1982;;
05 Canarias;Canarias;espanola;1981;;
05 Canarias;Canarias;espanola;1980;;
05 Canarias;Canarias;espanola;1979;;
05 Canarias;Canarias;espanola;1978;;
05 Canarias;Canarias;espanola;1977;;
05 Canarias;Canarias;espanola;1976;;
05 Canarias;Canarias;espanola;1975;;
05 Canarias;Canarias;extranjera;2020;30.34;0.89
05 Canarias;Canarias;extranjera;2019;30.69;0.95
05 Canarias;Canarias;extranjera;2018;30.53;1
05 Canarias;Canarias;extranjera;2017;30.08;1.06
05 Canarias;Canarias;extranjera;2016;30.25;1.08
05 Canarias;Canarias;extranjera;2015;29.63;1.07
05 Canarias;Canarias;extranjera;2014;29.94;1.06
05 Canarias;Canarias;extranjera;2013;29.43;1.03
05 Canarias;Canarias;extranjera;2012;29.27;1.18
05 Canarias;Canarias;extranjera;2011;29.4;1.16
05 Canarias;Canarias;extranjera;2010;29.32;1.27
05 Canarias;Canarias;extranjera;2009;28.9;1.34
05 Canarias;Canarias;extranjera;2008;28.82;1.45
05 Canarias;Canarias;extranjera;2007;28.62;1.34
05 Canarias;Canarias;extranjera;2006;28.59;1.45
05 Canarias;Canarias;extranjera;2005;28.94;1.44
05 Canarias;Canarias;extranjera;2004;28.61;1.37
05 Canarias;Canarias;extranjera;2003;28.89;1.45
05 Canarias;Canarias;extranjera;2002;28.12;1.78
05 Canarias;Canarias;extranjera;2001;;
05 Canarias;Canarias;extranjera;2000;;
05 Canarias;Canarias;extranjera;1999;;
05 Canarias;Canarias;extranjera;1998;;
05 Canarias;Canarias;extranjera;1997;;
05 Canarias;Canarias;extranjera;1996;;
05 Canarias;Canarias;extranjera;1995;;
05 Canarias;Canarias;extranjera;1994;;
05 Canarias;Canarias;extranjera;1993;;
05 Canarias;Canarias;extranjera;1992;;
05 Canarias;Canarias;extranjera;1991;;
05 Canarias;Canarias;extranjera;1990;;
05 Canarias;Canarias;extranjera;1989;;
05 Canarias;Canarias;extranjera;1988;;
05 Canarias;Canarias;extranjera;1987;;
05 Canarias;Canarias;extranjera;1986;;
05 Canarias;Canarias;extranjera;1985;;
05 Canarias;Canarias;extranjera;1984;;
05 Canarias;Canarias;extranjera;1983;;
05 Canarias;Canarias;extranjera;1982;;
05 Canarias;Canarias;extranjera;1981;;
05 Canarias;Canarias;extranjera;1980;;
05 Canarias;Canarias;extranjera;1979;;
05 Canarias;Canarias;extranjera;1978;;
05 Canarias;Canarias;extranjera;1977;;
05 Canarias;Canarias;extranjera;1976;;
05 Canarias;Canarias;extranjera;1975;;
06 Cantabria;Cantabria;ambas;2020;32.49;1.07
06 Cantabria;Cantabria;ambas;2019;32.76;1.07
06 Cantabria;Cantabria;ambas;2018;32.61;1.12
06 Cantabria;Cantabria;ambas;2017;32.53;1.17
06 Cantabria;Cantabria;ambas;2016;32.55;1.15
06 Cantabria;Cantabria;ambas;2015;32.4;1.15
06 Cantabria;Cantabria;ambas;2014;32.29;1.15
06 Cantabria;Cantabria;ambas;2013;32.15;1.18
06 Cantabria;Cantabria;ambas;2012;32.13;1.19
06 Cantabria;Cantabria;ambas;2011;31.98;1.22
06 Cantabria;Cantabria;ambas;2010;31.83;1.26
06 Cantabria;Cantabria;ambas;2009;31.45;1.26
06 Cantabria;Cantabria;ambas;2008;31.5;1.32
06 Cantabria;Cantabria;ambas;2007;31.32;1.22
06 Cantabria;Cantabria;ambas;2006;31.24;1.19
06 Cantabria;Cantabria;ambas;2005;31.58;1.2
06 Cantabria;Cantabria;ambas;2004;31.44;1.18
06 Cantabria;Cantabria;ambas;2003;31.37;1.15
06 Cantabria;Cantabria;ambas;2002;31.26;1.09
06 Cantabria;Cantabria;ambas;2001;31.17;1.03
06 Cantabria;Cantabria;ambas;2000;31.1;1.05
06 Cantabria;Cantabria;ambas;1999;30.99;0.97
06 Cantabria;Cantabria;ambas;1998;30.84;0.93
06 Cantabria;Cantabria;ambas;1997;30.66;0.95
06 Cantabria;Cantabria;ambas;1996;30.23;0.94
06 Cantabria;Cantabria;ambas;1995;30.02;0.92
06 Cantabria;Cantabria;ambas;1994;29.74;0.94
06 Cantabria;Cantabria;ambas;1993;29.34;1.02
06 Cantabria;Cantabria;ambas;1992;29.06;1.07
06 Cantabria;Cantabria;ambas;1991;29;1.09
06 Cantabria;Cantabria;ambas;1990;28.72;1.15
06 Cantabria;Cantabria;ambas;1989;28.42;1.16
06 Cantabria;Cantabria;ambas;1988;28.44;1.26
06 Cantabria;Cantabria;ambas;1987;28.54;1.32
06 Cantabria;Cantabria;ambas;1986;28.27;1.37
06 Cantabria;Cantabria;ambas;1985;28.24;1.45
06 Cantabria;Cantabria;ambas;1984;28.37;1.58
06 Cantabria;Cantabria;ambas;1983;28.29;1.71
06 Cantabria;Cantabria;ambas;1982;28.11;1.84
06 Cantabria;Cantabria;ambas;1981;28.05;2.02
06 Cantabria;Cantabria;ambas;1980;27.93;2.16
06 Cantabria;Cantabria;ambas;1979;27.99;2.27
06 Cantabria;Cantabria;ambas;1978;27.93;2.46
06 Cantabria;Cantabria;ambas;1977;28.08;2.54
06 Cantabria;Cantabria;ambas;1976;28.28;2.67
06 Cantabria;Cantabria;ambas;1975;28.59;2.63
06 Cantabria;Cantabria;espanola;2020;32.87;1.05
06 Cantabria;Cantabria;espanola;2019;33.15;1.04
06 Cantabria;Cantabria;espanola;2018;32.99;1.1
06 Cantabria;Cantabria;espanola;2017;32.84;1.16
06 Cantabria;Cantabria;espanola;2016;32.87;1.14
06 Cantabria;Cantabria;espanola;2015;32.74;1.13
06 Cantabria;Cantabria;espanola;2014;32.61;1.13
06 Cantabria;Cantabria;espanola;2013;32.49;1.17
06 Cantabria;Cantabria;espanola;2012;32.5;1.17
06 Cantabria;Cantabria;espanola;2011;32.47;1.2
06 Cantabria;Cantabria;espanola;2010;32.35;1.23
06 Cantabria;Cantabria;espanola;2009;31.91;1.23
06 Cantabria;Cantabria;espanola;2008;32;1.27
06 Cantabria;Cantabria;espanola;2007;31.75;1.18
06 Cantabria;Cantabria;espanola;2006;31.53;1.18
06 Cantabria;Cantabria;espanola;2005;31.83;1.19
06 Cantabria;Cantabria;espanola;2004;31.66;1.16
06 Cantabria;Cantabria;espanola;2003;31.59;1.14
06 Cantabria;Cantabria;espanola;2002;31.4;1.08
06 Cantabria;Cantabria;espanola;2001;;
06 Cantabria;Cantabria;espanola;2000;;
06 Cantabria;Cantabria;espanola;1999;;
06 Cantabria;Cantabria;espanola;1998;;
06 Cantabria;Cantabria;espanola;1997;;
06 Cantabria;Cantabria;espanola;1996;;
06 Cantabria;Cantabria;espanola;1995;;
06 Cantabria;Cantabria;espanola;1994;;
06 Cantabria;Cantabria;espanola;1993;;
06 Cantabria;Cantabria;espanola;1992;;
06 Cantabria;Cantabria;espanola;1991;;
06 Cantabria;Cantabria;espanola;1990;;
06 Cantabria;Cantabria;espanola;1989;;
06 Cantabria;Cantabria;espanola;1988;;
06 Cantabria;Cantabria;espanola;1987;;
06 Cantabria;Cantabria;espanola;1986;;
06 Cantabria;Cantabria;espanola;1985;;
06 Cantabria;Cantabria;espanola;1984;;
06 Cantabria;Cantabria;espanola;1983;;
06 Cantabria;Cantabria;espanola;1982;;
06 Cantabria;Cantabria;espanola;1981;;
06 Cantabria;Cantabria;espanola;1980;;
06 Cantabria;Cantabria;espanola;1979;;
06 Cantabria;Cantabria;espanola;1978;;
06 Cantabria;Cantabria;espanola;1977;;
06 Cantabria;Cantabria;espanola;1976;;
06 Cantabria;Cantabria;espanola;1975;;
06 Cantabria;Cantabria;extranjera;2020;30.14;1.21
06 Cantabria;Cantabria;extranjera;2019;30.4;1.29
06 Cantabria;Cantabria;extranjera;2018;29.72;1.32
06 Cantabria;Cantabria;extranjera;2017;29.87;1.3
06 Cantabria;Cantabria;extranjera;2016;29.68;1.34
06 Cantabria;Cantabria;extranjera;2015;29.6;1.34
06 Cantabria;Cantabria;extranjera;2014;29.67;1.3
06 Cantabria;Cantabria;extranjera;2013;29.37;1.2
06 Cantabria;Cantabria;extranjera;2012;29.5;1.24
06 Cantabria;Cantabria;extranjera;2011;28.53;1.34
06 Cantabria;Cantabria;extranjera;2010;28.39;1.44
06 Cantabria;Cantabria;extranjera;2009;28.54;1.5
06 Cantabria;Cantabria;extranjera;2008;28.12;1.6
06 Cantabria;Cantabria;extranjera;2007;28.14;1.57
06 Cantabria;Cantabria;extranjera;2006;28.12;1.35
06 Cantabria;Cantabria;extranjera;2005;28.32;1.35
06 Cantabria;Cantabria;extranjera;2004;28.32;1.43
06 Cantabria;Cantabria;extranjera;2003;27.31;1.44
06 Cantabria;Cantabria;extranjera;2002;28.72;1.43
06 Cantabria;Cantabria;extranjera;2001;;
06 Cantabria;Cantabria;extranjera;2000;;
06 Cantabria;Cantabria;extranjera;1999;;
06 Cantabria;Cantabria;extranjera;1998;;
06 Cantabria;Cantabria;extranjera;1997;;
06 Cantabria;Cantabria;extranjera;1996;;
06 Cantabria;Cantabria;extranjera;1995;;
06 Cantabria;Cantabria;extranjera;1994;;
06 Cantabria;Cantabria;extranjera;1993;;
06 Cantabria;Cantabria;extranjera;1992;;
06 Cantabria;Cantabria;extranjera;1991;;
06 Cantabria;Cantabria;extranjera;1990;;
06 Cantabria;Cantabria;extranjera;1989;;
06 Cantabria;Cantabria;extranjera;1988;;
06 Cantabria;Cantabria;extranjera;1987;;
06 Cantabria;Cantabria;extranjera;1986;;
06 Cantabria;Cantabria;extranjera;1985;;
06 Cantabria;Cantabria;extranjera;1984;;
06 Cantabria;Cantabria;extranjera;1983;;
06 Cantabria;Cantabria;extranjera;1982;;
06 Cantabria;Cantabria;extranjera;1981;;
06 Cantabria;Cantabria;extranjera;1980;;
06 Cantabria;Cantabria;extranjera;1979;;
06 Cantabria;Cantabria;extranjera;1978;;
06 Cantabria;Cantabria;extranjera;1977;;
06 Cantabria;Cantabria;extranjera;1976;;
06 Cantabria;Cantabria;extranjera;1975;;
07 Castilla y Leon;Castilla y Leon;ambas;2020;32.75;1.1
07 Castilla y Leon;Castilla y Leon;ambas;2019;32.64;1.13
07 Castilla y Leon;Castilla y Leon;ambas;2018;32.69;1.15
07 Castilla y Leon;Castilla y Leon;ambas;2017;32.55;1.14
07 Castilla y Leon;Castilla y Leon;ambas;2016;32.57;1.18
07 Castilla y Leon;Castilla y Leon;ambas;2015;32.45;1.18
07 Castilla y Leon;Castilla y Leon;ambas;2014;32.41;1.17
07 Castilla y Leon;Castilla y Leon;ambas;2013;32.26;1.13
07 Castilla y Leon;Castilla y Leon;ambas;2012;32.16;1.17
07 Castilla y Leon;Castilla y Leon;ambas;2011;32.03;1.19
07 Castilla y Leon;Castilla y Leon;ambas;2010;31.81;1.2
07 Castilla y Leon;Castilla y Leon;ambas;2009;31.68;1.18
07 Castilla y Leon;Castilla y Leon;ambas;2008;31.46;1.22
07 Castilla y Leon;Castilla y Leon;ambas;2007;31.56;1.14
07 Castilla y Leon;Castilla y Leon;ambas;2006;31.64;1.13
07 Castilla y Leon;Castilla y Leon;ambas;2005;31.72;1.1
07 Castilla y Leon;Castilla y Leon;ambas;2004;31.58;1.07
07 Castilla y Leon;Castilla y Leon;ambas;2003;31.58;1.06
07 Castilla y Leon;Castilla y Leon;ambas;2002;31.61;1.02
07 Castilla y Leon;Castilla y Leon;ambas;2001;31.51;0.99
07 Castilla y Leon;Castilla y Leon;ambas;2000;31.35;0.99
07 Castilla y Leon;Castilla y Leon;ambas;1999;31.24;0.95
07 Castilla y Leon;Castilla y Leon;ambas;1998;31.01;0.93
07 Castilla y Leon;Castilla y Leon;ambas;1997;30.75;0.98
07 Castilla y Leon;Castilla y Leon;ambas;1996;30.57;0.96
07 Castilla y Leon;Castilla y Leon;ambas;1995;30.3;0.97
07 Castilla y Leon;Castilla y Leon;ambas;1994;30.1;0.99
07 Castilla y Leon;Castilla y Leon;ambas;1993;29.82;1.05
07 Castilla y Leon;Castilla y Leon;ambas;1992;29.6;1.09
07 Castilla y Leon;Castilla y Leon;ambas;1991;29.35;1.13
