ccaa;ccaa_2;nacionalidad;anio;edad_media_primer_hijo;ind_fecundidad
18 Ceuta;Ceuta;ambas;2014;28.21;2
18 Ceuta;Ceuta;ambas;2013;27.71;1.79
18 Ceuta;Ceuta;ambas;2012;27.8;1.84
18 Ceuta;Ceuta;ambas;2011;27.29;1.9
18 Ceuta;Ceuta;ambas;2010;27.16;1.99
18 Ceuta;Ceuta;ambas;2009;27.32;1.98
18 Ceuta;Ceuta;ambas;2008;27.25;2.04
18 Ceuta;Ceuta;ambas;2007;26.68;1.99
18 Ceuta;Ceuta;ambas;2006;27.36;1.82
18 Ceuta;Ceuta;ambas;2005;27.23;1.88
18 Ceuta;Ceuta;ambas;2004;27.29;1.87
18 Ceuta;Ceuta;ambas;2003;27.28;1.76
18 Ceuta;Ceuta;ambas;2002;26.69;1.77
18 Ceuta;Ceuta;ambas;2001;26.47;1.66
18 Ceuta;Ceuta;ambas;2000;26.25;1.68
18 Ceuta;Ceuta;ambas;1999;26.67;1.73
18 Ceuta;Ceuta;ambas;1998;26.99;1.66
18 Ceuta;Ceuta;ambas;1997;26.67;1.74
18 Ceuta;Ceuta;ambas;1996;26.27;1.63
18 Ceuta;Ceuta;ambas;1995;27.17;1.81
18 Ceuta;Ceuta;ambas;1994;26.15;1.72
18 Ceuta;Ceuta;ambas;1993;25.97;1.93
18 Ceuta;Ceuta;ambas;1992;25.95;1.88
18 Ceuta;Ceuta;ambas;1991;25.45;1.84
18 Ceuta;Ceuta;ambas;1990;25.32;1.75
18 Ceuta;Ceuta;ambas;1989;25.72;1.9
18 Ceuta;Ceuta;ambas;1988;24.95;2.08
18 Ceuta;Ceuta;ambas;1987;25.1;1.99
18 Ceuta;Ceuta;ambas;1986;24.41;1.96
18 Ceuta;Ceuta;ambas;1985;24.29;2.16
18 Ceuta;Ceuta;ambas;1984;23.86;2.04
18 Ceuta;Ceuta;ambas;1983;24.49;2.21
18 Ceuta;Ceuta;ambas;1982;24.15;2.27
18 Ceuta;Ceuta;ambas;1981;24.11;2.48
18 Ceuta;Ceuta;ambas;1980;23.54;2.51
18 Ceuta;Ceuta;ambas;1979;23.62;2.62
18 Ceuta;Ceuta;ambas;1978;23.73;2.81
18 Ceuta;Ceuta;ambas;1977;23.63;2.77
18 Ceuta;Ceuta;ambas;1976;23.88;2.95
18 Ceuta;Ceuta;ambas;1975;24.29;3.06
18 Ceuta;Ceuta;espanola;2020;29.55;1.27
18 Ceuta;Ceuta;espanola;2019;28.39;1.3
18 Ceuta;Ceuta;espanola;2018;28.97;1.44
18 Ceuta;Ceuta;espanola;2017;28.53;1.58
18 Ceuta;Ceuta;espanola;2016;28.4;1.6
18 Ceuta;Ceuta;espanola;2015;28.05;1.65
18 Ceuta;Ceuta;espanola;2014;28.33;1.81
18 Ceuta;Ceuta;espanola;2013;27.9;1.6
18 Ceuta;Ceuta;espanola;2012;28.12;1.71
18 Ceuta;Ceuta;espanola;2011;27.34;1.72
18 Ceuta;Ceuta;espanola;2010;27.39;1.74
18 Ceuta;Ceuta;espanola;2009;27.65;1.73
18 Ceuta;Ceuta;espanola;2008;27.62;1.78
18 Ceuta;Ceuta;espanola;2007;26.78;1.83
18 Ceuta;Ceuta;espanola;2006;27.66;1.69
18 Ceuta;Ceuta;espanola;2005;27.39;1.76
18 Ceuta;Ceuta;espanola;2004;27.32;1.71
18 Ceuta;Ceuta;espanola;2003;27.36;1.67
18 Ceuta;Ceuta;espanola;2002;26.72;1.65
18 Ceuta;Ceuta;espanola;2001;;
18 Ceuta;Ceuta;espanola;2000;;
18 Ceuta;Ceuta;espanola;1999;;
18 Ceuta;Ceuta;espanola;1998;;
18 Ceuta;Ceuta;espanola;1997;;
18 Ceuta;Ceuta;espanola;1996;;
18 Ceuta;Ceuta;espanola;1995;;
18 Ceuta;Ceuta;espanola;1994;;
18 Ceuta;Ceuta;espanola;1993;;
18 Ceuta;Ceuta;espanola;1992;;
18 Ceuta;Ceuta;espanola;1991;;
18 Ceuta;Ceuta;espanola;1990;;
18 Ceuta;Ceuta;espanola;1989;;
18 Ceuta;Ceuta;espanola;1988;;
18 Ceuta;Ceuta;espanola;1987;;
18 Ceuta;Ceuta;espanola;1986;;
18 Ceuta;Ceuta;espanola;1985;;
18 Ceuta;Ceuta;espanola;1984;;
18 Ceuta;Ceuta;espanola;1983;;
18 Ceuta;Ceuta;espanola;1982;;
18 Ceuta;Ceuta;espanola;1981;;
18 Ceuta;Ceuta;espanola;1980;;
18 Ceuta;Ceuta;espanola;1979;;
18 Ceuta;Ceuta;espanola;1978;;
18 Ceuta;Ceuta;espanola;1977;;
18 Ceuta;Ceuta;espanola;1976;;
18 Ceuta;Ceuta;espanola;1975;;
18 Ceuta;Ceuta;extranjera;2020;25.68;5.09
18 Ceuta;Ceuta;extranjera;2019;23.48;4.63
18 Ceuta;Ceuta;extranjera;2018;26.93;4.86
18 Ceuta;Ceuta;extranjera;2017;26.81;4.86
18 Ceuta;Ceuta;extranjera;2016;26.11;4.51
18 Ceuta;Ceuta;extranjera;2015;25.27;4.4
18 Ceuta;Ceuta;extranjera;2014;26.13;4.44
18 Ceuta;Ceuta;extranjera;2013;24.64;4.22
18 Ceuta;Ceuta;extranjera;2012;24.87;3.32
18 Ceuta;Ceuta;extranjera;2011;25.46;3.95
18 Ceuta;Ceuta;extranjera;2010;24.47;5.34
18 Ceuta;Ceuta;extranjera;2009;24.26;5.62
18 Ceuta;Ceuta;extranjera;2008;23.68;6.69
18 Ceuta;Ceuta;extranjera;2007;24.57;4.69
18 Ceuta;Ceuta;extranjera;2006;23.78;4.35
18 Ceuta;Ceuta;extranjera;2005;24.23;4.25
18 Ceuta;Ceuta;extranjera;2004;25.93;4.32
18 Ceuta;Ceuta;extranjera;2003;25.78;3.26
18 Ceuta;Ceuta;extranjera;2002;25.46;3.52
18 Ceuta;Ceuta;extranjera;2001;;
18 Ceuta;Ceuta;extranjera;2000;;
18 Ceuta;Ceuta;extranjera;1999;;
18 Ceuta;Ceuta;extranjera;1998;;
18 Ceuta;Ceuta;extranjera;1997;;
18 Ceuta;Ceuta;extranjera;1996;;
18 Ceuta;Ceuta;extranjera;1995;;
18 Ceuta;Ceuta;extranjera;1994;;
18 Ceuta;Ceuta;extranjera;1993;;
18 Ceuta;Ceuta;extranjera;1992;;
18 Ceuta;Ceuta;extranjera;1991;;
18 Ceuta;Ceuta;extranjera;1990;;
18 Ceuta;Ceuta;extranjera;1989;;
18 Ceuta;Ceuta;extranjera;1988;;
18 Ceuta;Ceuta;extranjera;1987;;
18 Ceuta;Ceuta;extranjera;1986;;
18 Ceuta;Ceuta;extranjera;1985;;
18 Ceuta;Ceuta;extranjera;1984;;
18 Ceuta;Ceuta;extranjera;1983;;
18 Ceuta;Ceuta;extranjera;1982;;
18 Ceuta;Ceuta;extranjera;1981;;
18 Ceuta;Ceuta;extranjera;1980;;
18 Ceuta;Ceuta;extranjera;1979;;
18 Ceuta;Ceuta;extranjera;1978;;
18 Ceuta;Ceuta;extranjera;1977;;
18 Ceuta;Ceuta;extranjera;1976;;
18 Ceuta;Ceuta;extranjera;1975;;
19 Melilla;Melilla;ambas;2020;29.44;1.67
19 Melilla;Melilla;ambas;2019;28.81;2.17
19 Melilla;Melilla;ambas;2018;29.12;2.33
19 Melilla;Melilla;ambas;2017;28.69;2.31
19 Melilla;Melilla;ambas;2016;28.61;2.47
19 Melilla;Melilla;ambas;2015;28.26;2.52
19 Melilla;Melilla;ambas;2014;27.83;2.69
19 Melilla;Melilla;ambas;2013;28.06;2.49
19 Melilla;Melilla;ambas;2012;27.85;2.53
19 Melilla;Melilla;ambas;2011;27.81;2.49
19 Melilla;Melilla;ambas;2010;28;2.36
19 Melilla;Melilla;ambas;2009;27.71;2.26
19 Melilla;Melilla;ambas;2008;27.12;2.27
19 Melilla;Melilla;ambas;2007;28.5;2.04
19 Melilla;Melilla;ambas;2006;28.56;2.12
19 Melilla;Melilla;ambas;2005;28.36;1.93
19 Melilla;Melilla;ambas;2004;28.27;1.93
19 Melilla;Melilla;ambas;2003;28.48;2.1
19 Melilla;Melilla;ambas;2002;28.5;1.92
19 Melilla;Melilla;ambas;2001;27.77;2.03
19 Melilla;Melilla;ambas;2000;27.83;2.01
19 Melilla;Melilla;ambas;1999;27.52;1.91
19 Melilla;Melilla;ambas;1998;27.78;1.95
19 Melilla;Melilla;ambas;1997;27.91;1.96
19 Melilla;Melilla;ambas;1996;27.22;1.95
19 Melilla;Melilla;ambas;1995;27.56;2.07
19 Melilla;Melilla;ambas;1994;27.24;2.07
19 Melilla;Melilla;ambas;1993;26.25;2.27
19 Melilla;Melilla;ambas;1992;26.24;2.34
19 Melilla;Melilla;ambas;1991;27.18;2.1
19 Melilla;Melilla;ambas;1990;26.67;2.13
19 Melilla;Melilla;ambas;1989;26.07;2.1
19 Melilla;Melilla;ambas;1988;26.35;2.24
19 Melilla;Melilla;ambas;1987;25.87;2.11
19 Melilla;Melilla;ambas;1986;25.82;2.16
19 Melilla;Melilla;ambas;1985;25.34;2.23
19 Melilla;Melilla;ambas;1984;25.23;2.17
19 Melilla;Melilla;ambas;1983;25.47;2.29
19 Melilla;Melilla;ambas;1982;25.34;2.32
19 Melilla;Melilla;ambas;1981;23.85;2.14
19 Melilla;Melilla;ambas;1980;24.46;2.28
19 Melilla;Melilla;ambas;1979;23.89;2.09
19 Melilla;Melilla;ambas;1978;23.5;2.16
19 Melilla;Melilla;ambas;1977;23.94;2.24
19 Melilla;Melilla;ambas;1976;24.22;2.23
19 Melilla;Melilla;ambas;1975;23.97;1.94
19 Melilla;Melilla;espanola;2020;30.29;1.32
19 Melilla;Melilla;espanola;2019;29.07;1.5
19 Melilla;Melilla;espanola;2018;29.77;1.65
19 Melilla;Melilla;espanola;2017;29.17;1.52
19 Melilla;Melilla;espanola;2016;29.23;1.68
19 Melilla;Melilla;espanola;2015;29.07;1.7
19 Melilla;Melilla;espanola;2014;28.73;1.89
19 Melilla;Melilla;espanola;2013;28.61;1.82
19 Melilla;Melilla;espanola;2012;28.73;1.75
19 Melilla;Melilla;espanola;2011;28.52;1.79
19 Melilla;Melilla;espanola;2010;28.6;1.75
19 Melilla;Melilla;espanola;2009;28.74;1.7
19 Melilla;Melilla;espanola;2008;27.98;1.71
19 Melilla;Melilla;espanola;2007;28.87;1.53
19 Melilla;Melilla;espanola;2006;29.02;1.57
19 Melilla;Melilla;espanola;2005;28.74;1.47
19 Melilla;Melilla;espanola;2004;28.75;1.51
19 Melilla;Melilla;espanola;2003;28.72;1.57
19 Melilla;Melilla;espanola;2002;28.98;1.53
19 Melilla;Melilla;espanola;2001;;
19 Melilla;Melilla;espanola;2000;;
19 Melilla;Melilla;espanola;1999;;
19 Melilla;Melilla;espanola;1998;;
19 Melilla;Melilla;espanola;1997;;
19 Melilla;Melilla;espanola;1996;;
19 Melilla;Melilla;espanola;1995;;
19 Melilla;Melilla;espanola;1994;;
19 Melilla;Melilla;espanola;1993;;
19 Melilla;Melilla;espanola;1992;;
19 Melilla;Melilla;espanola;1991;;
19 Melilla;Melilla;espanola;1990;;
19 Melilla;Melilla;espanola;1989;;
19 Melilla;Melilla;espanola;1988;;
19 Melilla;Melilla;espanola;1987;;
19 Melilla;Melilla;espanola;1986;;
19 Melilla;Melilla;espanola;1985;;
19 Melilla;Melilla;espanola;1984;;
19 Melilla;Melilla;espanola;1983;;
19 Melilla;Melilla;espanola;1982;;
19 Melilla;Melilla;espanola;1981;;
19 Melilla;Melilla;espanola;1980;;
19 Melilla;Melilla;espanola;1979;;
19 Melilla;Melilla;espanola;1978;;
19 Melilla;Melilla;espanola;1977;;
19 Melilla;Melilla;espanola;1976;;
19 Melilla;Melilla;espanola;1975;;
19 Melilla;Melilla;extranjera;2020;26.25;3.83
19 Melilla;Melilla;extranjera;2019;26.55;6.12
19 Melilla;Melilla;extranjera;2018;26.51;6.47
19 Melilla;Melilla;extranjera;2017;26.43;6.77
19 Melilla;Melilla;extranjera;2016;26.3;6.85
19 Melilla;Melilla;extranjera;2015;25.71;6.98
19 Melilla;Melilla;extranjera;2014;25.5;7
19 Melilla;Melilla;extranjera;2013;25.9;5.96
19 Melilla;Melilla;extranjera;2012;25.56;6.35
19 Melilla;Melilla;extranjera;2011;25.89;6.14
19 Melilla;Melilla;extranjera;2010;25.97;5.95
19 Melilla;Melilla;extranjera;2009;24.85;5.81
19 Melilla;Melilla;extranjera;2008;24.61;5.98
19 Melilla;Melilla;extranjera;2007;26.88;5.45
19 Melilla;Melilla;extranjera;2006;27.1;6.32
19 Melilla;Melilla;extranjera;2005;26.96;5.96
19 Melilla;Melilla;extranjera;2004;26.8;5.74
19 Melilla;Melilla;extranjera;2003;27.75;5.92
19 Melilla;Melilla;extranjera;2002;27.14;4.37
19 Melilla;Melilla;extranjera;2001;;
19 Melilla;Melilla;extranjera;2000;;
19 Melilla;Melilla;extranjera;1999;;
19 Melilla;Melilla;extranjera;1998;;
19 Melilla;Melilla;extranjera;1997;;
19 Melilla;Melilla;extranjera;1996;;
19 Melilla;Melilla;extranjera;1995;;
19 Melilla;Melilla;extranjera;1994;;
19 Melilla;Melilla;extranjera;1993;;
19 Melilla;Melilla;extranjera;1992;;
19 Melilla;Melilla;extranjera;1991;;
19 Melilla;Melilla;extranjera;1990;;
19 Melilla;Melilla;extranjera;1989;;
19 Melilla;Melilla;extranjera;1988;;
19 Melilla;Melilla;extranjera;1987;;
19 Melilla;Melilla;extranjera;1986;;
19 Melilla;Melilla;extranjera;1985;;
19 Melilla;Melilla;extranjera;1984;;
19 Melilla;Melilla;extranjera;1983;;
19 Melilla;Melilla;extranjera;1982;;
19 Melilla;Melilla;extranjera;1981;;
19 Melilla;Melilla;extranjera;1980;;
19 Melilla;Melilla;extranjera;1979;;
19 Melilla;Melilla;extranjera;1978;;
19 Melilla;Melilla;extranjera;1977;;
19 Melilla;Melilla;extranjera;1976;;
19 Melilla;Melilla;extranjera;1975;;
